DOI,SR_ID,Date_Created,DOI
10.1002/14651858.CD012056.pub2.,28850173,30/08/2017,10.1002/14651858.CD012056.pub2
10.1002/14651858.CD006418.pub3.,28850172,30/08/2017,10.1002/14651858.CD006418.pub3
10.1002/14651858.CD001728.pub6.,28849871,30/08/2017,10.1002/14651858.CD001728.pub6
10.1002/14651858.CD010969.pub2.,28841235,26/08/2017,10.1002/14651858.CD010969.pub2
10.1002/14651858.CD010685.pub3.,28840597,26/08/2017,10.1002/14651858.CD010685.pub3
10.1002/14651858.CD011908.pub2.,28838031,25/08/2017,10.1002/14651858.CD011908.pub2
10.1002/14651858.CD011609.pub2.,28837757,25/08/2017,10.1002/14651858.CD011609.pub2
10.1002/14651858.CD005603.pub3.,28837221,25/08/2017,10.1002/14651858.CD005603.pub3
10.1002/14651858.CD005051.pub3.,28836672,25/08/2017,10.1002/14651858.CD005051.pub3
10.1002/14651858.CD009684.pub2.,28836659,25/08/2017,10.1002/14651858.CD009684.pub2
10.1002/14651858.CD011152.pub2.,28836379,25/08/2017,10.1002/14651858.CD011152.pub2
10.1002/14651858.CD010211.pub3.,28836274,25/08/2017,10.1002/14651858.CD010211.pub3
10.1002/14651858.CD002311.pub4.,28836266,25/08/2017,10.1002/14651858.CD002311.pub4
10.1002/14651858.CD007122.pub4.,28832911,24/08/2017,10.1002/14651858.CD007122.pub4
10.1002/14651858.CD010837.pub3.,28832905,24/08/2017,10.1002/14651858.CD010837.pub3
10.1002/14651858.CD012481.pub2.,28832903,24/08/2017,10.1002/14651858.CD012481.pub2
10.1002/14651858.CD010511.pub2.,28829911,23/08/2017,10.1002/14651858.CD010511.pub2
10.1002/14651858.CD003870.pub6.,28829910,23/08/2017,10.1002/14651858.CD003870.pub6
10.1002/14651858.CD008482.pub5.,28829533,23/08/2017,10.1002/14651858.CD008482.pub5
10.1002/14651858.CD004619.pub3.,28828761,23/08/2017,10.1002/14651858.CD004619.pub3
10.1002/14651858.CD006580.pub5.,28828760,23/08/2017,10.1002/14651858.CD006580.pub5
10.1002/14651858.CD009834.pub3.,28828759,23/08/2017,10.1002/14651858.CD009834.pub3
10.1002/14651858.CD006966.pub3.,28828758,23/08/2017,10.1002/14651858.CD006966.pub3
10.1002/14651858.CD009820.pub2.,28823111,22/08/2017,10.1002/14651858.CD009820.pub2
10.1002/14651858.CD008502.pub5.,28822350,20/08/2017,10.1002/14651858.CD008502.pub5
10.1002/14651858.CD012051.pub2.,28820231,19/08/2017,10.1002/14651858.CD012051.pub2
10.1002/14651858.CD006612.pub5.,28816346,18/08/2017,10.1002/14651858.CD006612.pub5
10.1002/14651858.CD002840.pub4.,28815562,18/08/2017,10.1002/14651858.CD002840.pub4
10.1002/14651858.CD008276.pub2.,28813123,17/08/2017,10.1002/14651858.CD008276.pub2
10.1002/14651858.CD007476.pub3.,28809446,16/08/2017,10.1002/14651858.CD007476.pub3
10.1002/14651858.CD012763.,28806470,15/08/2017,10.1002/14651858.CD012763
10.1002/14651858.CD007776.pub3.,28799164,12/08/2017,10.1002/14651858.CD007776.pub3
10.1002/14651858.CD008587.pub2.,28796882,11/08/2017,10.1002/14651858.CD008587.pub2
10.1002/14651858.CD002798.pub4.,28796283,11/08/2017,10.1002/14651858.CD002798.pub4
10.1002/14651858.CD011855.pub2.,28795404,11/08/2017,10.1002/14651858.CD011855.pub2
10.1002/14651858.CD008559.pub3.,28791693,10/08/2017,10.1002/14651858.CD008559.pub3
10.1002/14651858.CD006008.pub4.,28796279,11/08/2017,10.1002/14651858.CD006008.pub4
10.1002/14651858.CD011575.pub2.,28787537,9/08/2017,10.1002/14651858.CD011575.pub2
10.1002/14651858.CD012077.pub2.,28786098,9/08/2017,10.1002/14651858.CD012077.pub2
10.1002/14651858.CD009904.pub2.,28782299,7/08/2017,10.1002/14651858.CD009904.pub2
10.1002/14651858.CD006681.pub4.,28780771,7/08/2017,10.1002/14651858.CD006681.pub4
10.1002/14651858.CD004455.pub4.,28779515,6/08/2017,10.1002/14651858.CD004455.pub4
10.1002/14651858.CD012536.pub2.,28779491,6/08/2017,10.1002/14651858.CD012536.pub2
10.1002/14651858.CD012535.pub2.,28779487,6/08/2017,10.1002/14651858.CD012535.pub2
10.1002/14651858.CD005494.pub4.,28777888,5/08/2017,10.1002/14651858.CD005494.pub4
10.1002/14651858.CD011682.pub2.,28777450,5/08/2017,10.1002/14651858.CD011682.pub2
10.1002/14651858.CD011059.pub3.,28776324,5/08/2017,10.1002/14651858.CD011059.pub3
10.1002/14651858.CD007222.pub4.,28771289,5/08/2017,10.1002/14651858.CD007222.pub4
10.1002/14651858.CD011674.pub2.,28770974,5/08/2017,10.1002/14651858.CD011674.pub2
10.1002/14651858.CD012537.pub2.,28770976,5/08/2017,10.1002/14651858.CD012537.pub2
10.1002/14651858.CD012539.pub2.,28770975,5/08/2017,10.1002/14651858.CD012539.pub2
10.1002/14651858.CD009326.pub3.,28770973,5/08/2017,10.1002/14651858.CD009326.pub3
10.1002/14651858.CD011312.pub3.,28770972,5/08/2017,10.1002/14651858.CD011312.pub3
10.1002/14651858.CD001324.pub5.,28766313,3/08/2017,10.1002/14651858.CD001324.pub5
10.1002/14651858.CD011891.pub2.,28762235,2/08/2017,10.1002/14651858.CD011891.pub2
10.1002/14651858.CD012744.,28759701,2/08/2017,10.1002/14651858.CD012744
10.1002/14651858.CD010985.pub3.,28759700,2/08/2017,10.1002/14651858.CD010985.pub3
10.1002/14651858.CD001830.pub5.,28759120,2/08/2017,10.1002/14651858.CD001830.pub5
10.1002/14651858.CD001755.pub2.,28759116,2/08/2017,10.1002/14651858.CD001755.pub2
10.1002/14651858.CD005406.pub5.,28759112,2/08/2017,10.1002/14651858.CD005406.pub5
10.1002/14651858.CD004467.pub3.,28759107,2/08/2017,10.1002/14651858.CD004467.pub3
10.1002/14651858.CD009377.pub3.,28758203,2/08/2017,10.1002/14651858.CD009377.pub3
10.1002/14651858.CD010914.pub2.,28758189,2/08/2017,10.1002/14651858.CD010914.pub2
10.1002/14651858.CD006375.pub4.,28756647,2/08/2017,10.1002/14651858.CD006375.pub4
10.1002/14651858.CD000254.pub4.,28756618,2/08/2017,10.1002/14651858.CD000254.pub4
10.1002/14651858.CD009072.pub3.,28756627,2/08/2017,10.1002/14651858.CD009072.pub3
10.1002/14651858.CD000253.pub4.,28756617,2/08/2017,10.1002/14651858.CD000253.pub4
10.1002/14651858.CD009242.pub3.,28755534,30/07/2017,10.1002/14651858.CD009242.pub3
10.1002/14651858.CD007759.pub4.,28753234,29/07/2017,10.1002/14651858.CD007759.pub4
10.1002/14651858.CD007807.pub3.,28752910,29/07/2017,10.1002/14651858.CD007807.pub3
10.1002/14651858.CD008398.pub2.,28752564,29/07/2017,10.1002/14651858.CD008398.pub2
10.1002/14651858.CD004918.pub3.,28750481,28/07/2017,10.1002/14651858.CD004918.pub3
10.1002/14651858.CD008709.pub3.,28746980,27/07/2017,10.1002/14651858.CD008709.pub3
10.1002/14651858.CD006521.pub4.,28746752,27/07/2017,10.1002/14651858.CD006521.pub4
10.1002/14651858.CD002798.pub3.,28745801,27/07/2017,10.1002/14651858.CD002798.pub3
10.1002/14651858.CD012538.pub2.,28745394,27/07/2017,10.1002/14651858.CD012538.pub2
10.1002/14651858.CD004906.pub5.,28744896,27/07/2017,10.1002/14651858.CD004906.pub5
10.1002/14651858.CD011773.pub2.,28744879,27/07/2017,10.1002/14651858.CD011773.pub2
10.1002/14651858.CD001754.pub4.,28743177,26/07/2017,10.1002/14651858.CD001754.pub4
10.1002/14651858.CD009881.pub2.,28742263,26/07/2017,10.1002/14651858.CD009881.pub2
10.1002/14651858.CD003636.pub4.,28742262,26/07/2017,10.1002/14651858.CD003636.pub4
10.1002/14651858.CD002912.pub7.,28741303,26/07/2017,10.1002/14651858.CD002912.pub7
10.1002/14651858.CD003881.pub4.,28738443,25/07/2017,10.1002/14651858.CD003881.pub4
10.1002/14651858.CD012563.pub2.,28737843,25/07/2017,10.1002/14651858.CD012563.pub2
10.1002/14651858.CD002001.pub3.,28737834,25/07/2017,10.1002/14651858.CD002001.pub3
10.1002/14651858.CD012351.pub2.,28731502,22/07/2017,10.1002/14651858.CD012351.pub2
10.1002/14651858.CD006750.pub2.,28730648,22/07/2017,10.1002/14651858.CD006750.pub2
10.1002/14651858.CD004756.pub4.,28731207,22/07/2017,10.1002/14651858.CD004756.pub4
10.1002/14651858.CD012362.pub2.,28727900,21/07/2017,10.1002/14651858.CD012362.pub2
10.1002/14651858.CD009026.pub2.,28727896,21/07/2017,10.1002/14651858.CD009026.pub2
10.1002/14651858.CD008404.pub3.,28724193,21/07/2017,10.1002/14651858.CD008404.pub3
10.1002/14651858.CD012564.pub2.,28722116,20/07/2017,10.1002/14651858.CD012564.pub2
10.1002/14651858.CD003585.pub3.,28721691,20/07/2017,10.1002/14651858.CD003585.pub3
10.1002/14651858.CD008497.pub3.,28718878,19/07/2017,10.1002/14651858.CD008497.pub3
10.1002/14651858.CD008295.pub4.,28718506,19/07/2017,10.1002/14651858.CD008295.pub4
10.1002/14651858.CD004125.pub3.,28715610,18/07/2017,10.1002/14651858.CD004125.pub3
10.1002/14651858.CD012030.pub2.,28708236,15/07/2017,10.1002/14651858.CD012030.pub2
10.1002/14651858.CD010031.pub2.,28707751,15/07/2017,10.1002/14651858.CD010031.pub2
10.1002/14651858.CD004953.pub3.,28707404,15/07/2017,10.1002/14651858.CD004953.pub3
10.1002/14651858.CD000443.pub4.,28703869,14/07/2017,10.1002/14651858.CD000443.pub4
10.1002/14651858.CD004104.pub4.,28702957,14/07/2017,10.1002/14651858.CD004104.pub4
10.1002/14651858.CD006096.pub4.,28702956,14/07/2017,10.1002/14651858.CD006096.pub4
10.1002/14651858.CD009984.pub3.,28701028,13/07/2017,10.1002/14651858.CD009984.pub3
10.1002/14651858.CD011109.pub2.,28700811,13/07/2017,10.1002/14651858.CD011109.pub2
10.1002/14651858.CD012637.pub2.,28700092,13/07/2017,10.1002/14651858.CD012637.pub2
10.1002/14651858.CD012638.pub2.,28700091,13/07/2017,10.1002/14651858.CD012638.pub2
10.1002/14651858.CD011821.pub2.,28700086,13/07/2017,10.1002/14651858.CD011821.pub2
10.1002/14651858.CD001884.pub3.,28691229,12/07/2017,10.1002/14651858.CD001884.pub3
10.1002/14651858.CD006401.pub4.,28685504,8/07/2017,10.1002/14651858.CD006401.pub4
10.1002/14651858.CD006396.pub4.,28685503,8/07/2017,10.1002/14651858.CD006396.pub4
10.1002/14651858.CD010810.pub3.,28685500,8/07/2017,10.1002/14651858.CD010810.pub3
10.1002/14651858.CD012592.pub2.,28683172,7/07/2017,10.1002/14651858.CD012592.pub2
10.1002/14651858.CD001175.pub4.,28681432,7/07/2017,10.1002/14651858.CD001175.pub4
10.1002/14651858.CD011520.pub2.,28677828,6/07/2017,10.1002/14651858.CD011520.pub2
10.1002/14651858.CD003414.pub3.,28675921,5/07/2017,10.1002/14651858.CD003414.pub3
10.1002/14651858.CD008557.pub3.,28675262,5/07/2017,10.1002/14651858.CD008557.pub3
10.1002/14651858.CD012380.pub2.,28672087,4/07/2017,10.1002/14651858.CD012380.pub2
10.1002/14651858.CD012002.pub2.,28671265,4/07/2017,10.1002/14651858.CD012002.pub2
10.1002/14651858.CD009467.pub2.,28670711,4/07/2017,10.1002/14651858.CD009467.pub2
10.1002/14651858.CD010516.pub2.,28670710,4/07/2017,10.1002/14651858.CD010516.pub2
10.1002/14651858.CD007130.pub4.,28665511,1/07/2017,10.1002/14651858.CD007130.pub4
10.1002/14651858.CD011412.pub2.,28661008,1/07/2017,10.1002/14651858.CD011412.pub2
10.1002/14651858.CD007137.pub5.,28658720,29/06/2017,10.1002/14651858.CD007137.pub5
10.1002/14651858.CD008895.pub3.,28658719,29/06/2017,10.1002/14651858.CD008895.pub3
10.1002/14651858.CD009005.pub2.,28658515,29/06/2017,10.1002/14651858.CD009005.pub2
10.1002/14651858.CD006183.pub2.,28658507,29/06/2017,10.1002/14651858.CD006183.pub2
10.1002/14651858.CD012217.pub2.,28657646,29/06/2017,10.1002/14651858.CD012217.pub2
10.1002/14651858.CD003351.pub3.,28657160,29/06/2017,10.1002/14651858.CD003351.pub3
10.1002/14651858.CD011979.pub2.,28657134,29/06/2017,10.1002/14651858.CD011979.pub2
10.1002/14651858.CD002193.pub2.,28656659,29/06/2017,10.1002/14651858.CD002193.pub2
10.1002/14651858.CD007047.pub2.,28654140,28/06/2017,10.1002/14651858.CD007047.pub2
10.1002/14651858.CD009761.pub2.,28653390,28/06/2017,10.1002/14651858.CD009761.pub2
10.1002/14651858.CD006775.pub3.,28649802,27/06/2017,10.1002/14651858.CD006775.pub3
10.1002/14651858.CD011968.pub2.,28644548,24/06/2017,10.1002/14651858.CD011968.pub2
10.1002/14651858.CD003374.pub4.,28643430,24/06/2017,10.1002/14651858.CD003374.pub4
10.1002/14651858.CD011791.pub2.,28640930,24/06/2017,10.1002/14651858.CD011791.pub2
10.1002/14651858.CD011947.pub2.,28639707,24/06/2017,10.1002/14651858.CD011947.pub2
10.1002/14651858.CD012202.pub2.,28639706,24/06/2017,10.1002/14651858.CD012202.pub2
10.1002/14651858.CD007419.pub5.,28639415,24/06/2017,10.1002/14651858.CD007419.pub5
10.1002/14651858.CD012691.,28639320,24/06/2017,10.1002/14651858.CD012691
10.1002/14651858.CD012651.,28639319,24/06/2017,10.1002/14651858.CD012651
10.1002/14651858.CD000072.pub3.,28639262,24/06/2017,10.1002/14651858.CD000072.pub3
10.1002/14651858.CD012700.,28636204,22/06/2017,10.1002/14651858.CD012700
10.1002/14651858.CD009569.pub3.,28635028,22/06/2017,10.1002/14651858.CD009569.pub3
10.1002/14651858.CD007154.pub3.,28632910,21/06/2017,10.1002/14651858.CD007154.pub3
10.1002/14651858.CD011375.pub2.,28631809,21/06/2017,10.1002/14651858.CD011375.pub2
10.1002/14651858.CD003456.pub3.,28631805,21/06/2017,10.1002/14651858.CD003456.pub3
10.1002/14651858.CD011897.pub2.,28631387,21/06/2017,10.1002/14651858.CD011897.pub2
10.1002/14651858.CD011177.pub3.,28631310,21/06/2017,10.1002/14651858.CD011177.pub3
10.1002/14651858.CD009758.pub2.,28631307,21/06/2017,10.1002/14651858.CD009758.pub2
10.1002/14651858.CD010010.pub3.,28626902,20/06/2017,10.1002/14651858.CD010010.pub3
10.1002/14651858.CD000245.pub4.,28626858,20/06/2017,10.1002/14651858.CD000245.pub4
10.1002/14651858.CD004637.pub2.,28625021,19/06/2017,10.1002/14651858.CD004637.pub2
10.1002/14651858.CD003804.pub2.,28617932,16/06/2017,10.1002/14651858.CD003804.pub2
10.1002/14651858.CD003726.pub4.,28616956,16/06/2017,10.1002/14651858.CD003726.pub4
10.1002/14651858.CD005162.pub4.,29943803,27/06/2018,10.1002/14651858.CD005162.pub4
10.1002/14651858.CD005987.pub3.,28931203,21/09/2017,10.1002/14651858.CD005987.pub3
10.1002/14651858.CD009744.pub2.,28616955,16/06/2017,10.1002/14651858.CD009744.pub2
10.1002/14651858.CD011038.pub2.,28613416,15/06/2017,10.1002/14651858.CD011038.pub2
10.1002/14651858.CD005437.pub4.,28613408,15/06/2017,10.1002/14651858.CD005437.pub4
10.1002/14651858.CD009555.pub2.,28613395,15/06/2017,10.1002/14651858.CD009555.pub2
10.1002/14651858.CD007529.pub4.,28613398,15/06/2017,10.1002/14651858.CD007529.pub4
10.1002/14651858.CD010006.pub2.,28613384,15/06/2017,10.1002/14651858.CD010006.pub2
10.1002/14651858.CD006672.pub3.,28608597,14/06/2017,10.1002/14651858.CD006672.pub3
10.1002/14651858.CD005297.pub3.,28605006,13/06/2017,10.1002/14651858.CD005297.pub3
10.1002/14651858.CD011129.pub2.,28603881,13/06/2017,10.1002/14651858.CD011129.pub2
10.1002/14651858.CD009348.pub2.,28602048,12/06/2017,10.1002/14651858.CD009348.pub2
10.1002/14651858.CD011660.pub2.,28602046,12/06/2017,10.1002/14651858.CD011660.pub2
10.1002/14651858.CD009627.pub2.,28602027,12/06/2017,10.1002/14651858.CD009627.pub2
10.1002/14651858.CD009613.pub3.,28602020,12/06/2017,10.1002/14651858.CD009613.pub3
10.1002/14651858.CD009792.pub3.,28599068,10/06/2017,10.1002/14651858.CD009792.pub3
10.1002/14651858.CD003831.pub2.,28598564,10/06/2017,10.1002/14651858.CD003831.pub2
10.1002/14651858.CD010296.pub2.,28598495,10/06/2017,10.1002/14651858.CD010296.pub2
10.1002/14651858.CD012095.pub2.,28597983,10/06/2017,10.1002/14651858.CD012095.pub2
10.1002/14651858.CD007938.pub4.,28597471,10/06/2017,10.1002/14651858.CD007938.pub4
10.1002/14651858.CD011741.pub2.,28594443,9/06/2017,10.1002/14651858.CD011741.pub2
10.1002/14651858.CD010137.pub2.,28594069,9/06/2017,10.1002/14651858.CD010137.pub2
10.1002/14651858.CD012366.pub2.,28589646,8/06/2017,10.1002/14651858.CD012366.pub2
10.1002/14651858.CD012020.pub2.,28589547,8/06/2017,10.1002/14651858.CD012020.pub2
10.1002/14651858.CD008991.pub3.,28586127,7/06/2017,10.1002/14651858.CD008991.pub3
10.1002/14651858.CD012143.pub2.,28585310,7/06/2017,10.1002/14651858.CD012143.pub2
10.1002/14651858.CD008645.pub3.,28585288,7/06/2017,10.1002/14651858.CD008645.pub3
10.1002/14651858.CD003914.pub4.,28577308,4/06/2017,10.1002/14651858.CD003914.pub4
10.1002/14651858.CD011670.pub2.,28574593,3/06/2017,10.1002/14651858.CD011670.pub2
10.1002/14651858.CD001006.pub3.,28574573,3/06/2017,10.1002/14651858.CD001006.pub3
10.1002/14651858.CD007513.pub3.,28573757,3/06/2017,10.1002/14651858.CD007513.pub3
10.1002/14651858.CD011676.pub2.,28570745,2/06/2017,10.1002/14651858.CD011676.pub2
10.1002/14651858.CD006476.pub3.,28567798,2/06/2017,10.1002/14651858.CD006476.pub3
10.1002/14651858.CD010172.pub2.,28555461,31/05/2017,10.1002/14651858.CD010172.pub2
10.1002/14651858.CD004025.pub4.,28553702,30/05/2017,10.1002/14651858.CD004025.pub4
10.1002/14651858.CD002021.pub4.,28553701,30/05/2017,10.1002/14651858.CD002021.pub4
10.1002/14651858.CD005261.pub4.,28548204,27/05/2017,10.1002/14651858.CD005261.pub4
10.1002/14651858.CD008892.pub2.,28545155,26/05/2017,10.1002/14651858.CD008892.pub2
10.1002/14651858.CD009818.pub2.,28542796,26/05/2017,10.1002/14651858.CD009818.pub2
10.1002/14651858.CD003664.pub5.,28542713,26/05/2017,10.1002/14651858.CD003664.pub5
10.1002/14651858.CD011256.pub2.,28542712,26/05/2017,10.1002/14651858.CD011256.pub2
10.1002/14651858.CD007941.pub3.,28541603,26/05/2017,10.1002/14651858.CD007941.pub3
10.1002/14651858.CD006109.pub3.,28540977,26/05/2017,10.1002/14651858.CD006109.pub3
10.1002/14651858.CD012144.pub2.,28540976,26/05/2017,10.1002/14651858.CD012144.pub2
10.1002/14651858.CD007355.pub3.,28540716,26/05/2017,10.1002/14651858.CD007355.pub3
10.1002/14651858.CD002006.pub4.,28539008,26/05/2017,10.1002/14651858.CD002006.pub4
10.1002/14651858.CD011413.pub2.,28539007,26/05/2017,10.1002/14651858.CD011413.pub2
10.1002/14651858.CD005070.pub3.,28537052,26/05/2017,10.1002/14651858.CD005070.pub3
10.1002/14651858.CD002811.pub4.,28535578,24/05/2017,10.1002/14651858.CD002811.pub4
10.1002/14651858.CD008860.pub3.,28535332,24/05/2017,10.1002/14651858.CD008860.pub3
10.1002/14651858.CD011425.pub2.,28535331,24/05/2017,10.1002/14651858.CD011425.pub2
10.1002/14651858.CD011872.pub2.,28534597,24/05/2017,10.1002/14651858.CD011872.pub2
10.1002/14651858.CD011669.pub2.,28530786,23/05/2017,10.1002/14651858.CD011669.pub2
10.1002/14651858.CD009865.pub2.,28530031,23/05/2017,10.1002/14651858.CD009865.pub2
10.1002/14651858.CD011598.pub2.,28524930,20/05/2017,10.1002/14651858.CD011598.pub2
10.1002/14651858.CD004596.pub3.,28521070,19/05/2017,10.1002/14651858.CD004596.pub3
10.1002/14651858.CD010483.pub4.,28521067,19/05/2017,10.1002/14651858.CD010483.pub4
10.1002/14651858.CD001939.pub4.,28518283,19/05/2017,10.1002/14651858.CD001939.pub4
10.1002/14651858.CD003650.pub4.,28518221,19/05/2017,10.1002/14651858.CD003650.pub4
10.1002/14651858.CD012462.pub2.,28516472,19/05/2017,10.1002/14651858.CD012462.pub2
10.1002/14651858.CD009781.pub2.,28516471,19/05/2017,10.1002/14651858.CD009781.pub2
10.1002/14651858.CD002190.pub5.,28516442,19/05/2017,10.1002/14651858.CD002190.pub5
10.1002/14651858.CD012499.pub2.,28514508,18/05/2017,10.1002/14651858.CD012499.pub2
10.1002/14651858.CD009237.pub2.,28513831,18/05/2017,10.1002/14651858.CD009237.pub2
10.1002/14651858.CD004767.pub4.,28513067,18/05/2017,10.1002/14651858.CD004767.pub4
10.1002/14651858.CD012508.pub2.,28510996,17/05/2017,10.1002/14651858.CD012508.pub2
10.1002/14651858.CD011894.pub2.,28509404,17/05/2017,10.1002/14651858.CD011894.pub2
10.1002/14651858.CD011673.pub2.,28504837,16/05/2017,10.1002/14651858.CD011673.pub2
10.1002/14651858.CD001180.pub4.,28504325,16/05/2017,10.1002/14651858.CD001180.pub4
10.1002/14651858.CD012389.pub2.,28500860,14/05/2017,10.1002/14651858.CD012389.pub2
10.1002/14651858.CD008609.pub2.,28497473,13/05/2017,10.1002/14651858.CD008609.pub2
10.1002/14651858.CD001159.pub2.,28494088,12/05/2017,10.1002/14651858.CD001159.pub2
10.1002/14651858.CD011388.pub2.,28489282,11/05/2017,10.1002/14651858.CD011388.pub2
10.1002/14651858.CD012204.pub2.,28489279,11/05/2017,10.1002/14651858.CD012204.pub2
10.1002/14651858.CD012468.pub2.,28488361,11/05/2017,10.1002/14651858.CD012468.pub2
10.1002/14651858.CD006185.pub4.,28488268,11/05/2017,10.1002/14651858.CD006185.pub4
10.1002/14651858.CD012045.pub2.,28485814,10/05/2017,10.1002/14651858.CD012045.pub2
10.1002/14651858.CD012657.,28481462,10/05/2017,10.1002/14651858.CD012657
10.1002/14651858.CD003280.pub5.,28481421,10/05/2017,10.1002/14651858.CD003280.pub5
10.1002/14651858.CD002954.pub3.,28476075,6/05/2017,10.1002/14651858.CD002954.pub3
10.1002/14651858.CD011719.pub3.,28475274,6/05/2017,10.1002/14651858.CD011719.pub3
10.1002/14651858.CD011126.pub2.,28472862,5/05/2017,10.1002/14651858.CD011126.pub2
10.1002/14651858.CD011970.pub2.,28472859,5/05/2017,10.1002/14651858.CD011970.pub2
10.1002/14651858.CD012302.pub2.,28471523,5/05/2017,10.1002/14651858.CD012302.pub2
10.1002/14651858.CD006842.pub4.,28471492,5/05/2017,10.1002/14651858.CD006842.pub4
10.1002/14651858.CD000406.pub5.,28470972,5/05/2017,10.1002/14651858.CD000406.pub5
10.1002/14651858.CD011986.pub2.,28470696,5/05/2017,10.1002/14651858.CD011986.pub2
10.1002/14651858.CD003477.pub3.,28462986,4/05/2017,10.1002/14651858.CD003477.pub3
10.1002/14651858.CD012111.pub2.,28462518,4/05/2017,10.1002/14651858.CD012111.pub2
10.1002/14651858.CD011851.pub2.,28455948,30/04/2017,10.1002/14651858.CD011851.pub2
10.1002/14651858.CD011748.pub2.,28453187,30/04/2017,10.1002/14651858.CD011748.pub2
10.1002/14651858.CD002902.pub4.,28452408,30/04/2017,10.1002/14651858.CD002902.pub4
10.1002/14651858.CD009319.pub3.,28447767,28/04/2017,10.1002/14651858.CD009319.pub3
10.1002/14651858.CD011983.pub2.,28447766,28/04/2017,10.1002/14651858.CD011983.pub2
10.1002/14651858.CD011244.pub2.,28447363,28/04/2017,10.1002/14651858.CD011244.pub2
10.1002/14651858.CD007110.pub3.,28447341,28/04/2017,10.1002/14651858.CD007110.pub3
10.1002/14651858.CD008759.pub2.,28444987,27/04/2017,10.1002/14651858.CD008759.pub2
10.1002/14651858.CD010770.pub2.,28444736,27/04/2017,10.1002/14651858.CD010770.pub2
10.1002/14651858.CD003200.pub7.,28444695,27/04/2017,10.1002/14651858.CD003200.pub7
10.1002/14651858.CD012200.pub2.,28440858,26/04/2017,10.1002/14651858.CD012200.pub2
10.1002/14651858.CD004197.pub5.,28440853,26/04/2017,10.1002/14651858.CD004197.pub5
10.1002/14651858.CD008893.pub3.,28439881,26/04/2017,10.1002/14651858.CD008893.pub3
10.1002/14651858.CD011279.pub3.,28436583,25/04/2017,10.1002/14651858.CD011279.pub3
10.1002/14651858.CD010285.pub2.,28436019,25/04/2017,10.1002/14651858.CD010285.pub2
10.1002/14651858.CD011998.pub2.,28434208,24/04/2017,10.1002/14651858.CD011998.pub2
10.1002/14651858.CD010008.pub3.,28434203,24/04/2017,10.1002/14651858.CD010008.pub3
10.1002/14651858.CD011913.pub2.,28432791,23/04/2017,10.1002/14651858.CD011913.pub2
10.1002/14651858.CD011384.pub2.,28431202,22/04/2017,10.1002/14651858.CD011384.pub2
10.1002/14651858.CD012010.pub2.,28431198,22/04/2017,10.1002/14651858.CD012010.pub2
10.1002/14651858.CD012645.,28431197,22/04/2017,10.1002/14651858.CD012645
10.1002/14651858.CD007557.pub3.,28431186,22/04/2017,10.1002/14651858.CD007557.pub3
10.1002/14651858.CD007026.pub5.,28430363,22/04/2017,10.1002/14651858.CD007026.pub5
10.1002/14651858.CD010349.pub2.,28429876,22/04/2017,10.1002/14651858.CD010349.pub2
10.1002/14651858.CD011917.pub2.,28429473,22/04/2017,10.1002/14651858.CD011917.pub2
10.1002/14651858.CD000398.pub2.,28429459,22/04/2017,10.1002/14651858.CD000398.pub2
10.1002/14651858.CD011516.pub2.,28426160,21/04/2017,10.1002/14651858.CD011516.pub2
10.1002/14651858.CD002202.pub2.,28426137,21/04/2017,10.1002/14651858.CD002202.pub2
10.1002/14651858.CD012331.pub2.,28421600,20/04/2017,10.1002/14651858.CD012331.pub2
10.1002/14651858.CD010332.pub2.,28419406,19/04/2017,10.1002/14651858.CD010332.pub2
10.1002/14651858.CD011882.pub2.,28418586,19/04/2017,10.1002/14651858.CD011882.pub2
10.1002/14651858.CD002854.pub5.,28418065,19/04/2017,10.1002/14651858.CD002854.pub5
10.1002/14651858.CD012226.pub2.,28417456,19/04/2017,10.1002/14651858.CD012226.pub2
10.1002/14651858.CD001912.pub4.,28417451,19/04/2017,10.1002/14651858.CD001912.pub4
10.1002/14651858.CD010213.pub2.,28415140,18/04/2017,10.1002/14651858.CD010213.pub2
10.1002/14651858.CD012083.pub2.,28414415,18/04/2017,10.1002/14651858.CD012083.pub2
10.1002/14651858.CD011358.pub2.,28409830,15/04/2017,10.1002/14651858.CD011358.pub2
10.1002/14651858.CD009683.pub2.,28409827,15/04/2017,10.1002/14651858.CD009683.pub2
10.1002/14651858.CD011989.pub2.,28407220,14/04/2017,10.1002/14651858.CD011989.pub2
10.1002/14651858.CD004905.pub5.,28407219,14/04/2017,10.1002/14651858.CD004905.pub5
10.1002/14651858.CD007778.pub2.,28407198,14/04/2017,10.1002/14651858.CD007778.pub2
10.1002/14651858.CD008216.pub5.,28407197,14/04/2017,10.1002/14651858.CD008216.pub5
10.1002/14651858.CD008652.pub3.,28406263,14/04/2017,10.1002/14651858.CD008652.pub3
10.1002/14651858.CD001431.pub5.,28402085,13/04/2017,10.1002/14651858.CD001431.pub5
10.1002/14651858.CD012255.pub2.,28402017,13/04/2017,10.1002/14651858.CD012255.pub2
10.1002/14651858.CD004339.pub4.,28399330,12/04/2017,10.1002/14651858.CD004339.pub4
10.1002/14651858.CD011190.pub2.,28398697,12/04/2017,10.1002/14651858.CD011190.pub2
10.1002/14651858.CD011859.pub2.,28394084,11/04/2017,10.1002/14651858.CD011859.pub2
